person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,probability_of_default,risk_segment
23,168600,Rent,3.0,Education,B,20000,11.58,0,0.12,N,3,0.01,Low Risk
24,168288,Rent,5.0,Home Improvement,B,1800,11.12,0,0.01,N,3,0.06,Low Risk
25,168000,Mortgage,2.0,Personal,B,35000,10.65,0,0.21,N,2,0.01,Low Risk
24,133300,Rent,6.0,Debt Consolidation,B,25000,10.37,0,0.19,N,2,0.0,Low Risk
24,15600,Own,5.0,Home Improvement,A,3300,6.39,1,0.21,N,4,0.98,High Risk
24,134000,Rent,8.0,Personal,D,25000,16.07,0,0.19,Y,3,0.08,Low Risk
25,134000,Rent,7.0,Medical,B,25000,10.62,0,0.19,N,2,0.01,Low Risk
25,15600,Own,0.0,Venture,F,3200,18.09,1,0.21,N,2,0.86,High Risk
25,135000,Rent,5.0,Education,B,25000,11.36,0,0.19,N,4,0.01,Low Risk
26,135660,Rent,10.0,Debt Consolidation,B,25000,12.53,0,0.18,N,4,0.05,Low Risk
25,145000,Rent,0.0,Education,B,25000,9.99,0,0.17,N,4,0.01,Low Risk
23,150000,Rent,4.0,Education,B,25000,10.36,0,0.17,N,3,0.0,Low Risk
23,165000,Mortgage,3.0,Education,A,9600,5.99,0,0.06,N,3,0.0,Low Risk
22,153000,Mortgage,5.0,Debt Consolidation,D,24000,15.62,1,0.16,Y,2,0.9,High Risk
24,165000,Mortgage,5.0,Personal,B,20000,10.37,0,0.12,N,4,0.01,Low Risk
25,165000,Mortgage,0.0,Home Improvement,F,25000,19.74,0,0.15,N,4,0.15,Low Risk
21,165000,Mortgage,5.0,Education,A,20000,6.91,0,0.12,N,4,0.0,Low Risk
23,16000,Own,7.0,Medical,A,6000,7.9,1,0.38,N,2,0.96,High Risk
23,16000,Mortgage,3.0,Debt Consolidation,C,2275,13.06,0,0.14,Y,4,0.05,Low Risk
23,16000,Own,7.0,Personal,A,2000,6.39,0,0.13,N,3,0.08,Low Risk
23,148000,Rent,1.0,Debt Consolidation,E,25000,14.93,1,0.17,N,3,0.92,High Risk
23,16000,Mortgage,1.0,Medical,C,5600,12.84,1,0.35,N,4,0.97,High Risk
24,16020,Own,3.0,Venture,E,3625,17.14,1,0.23,Y,2,0.89,High Risk
22,16094,Mortgage,2.0,Venture,A,5500,7.14,1,0.34,N,3,0.96,High Risk
25,175000,Rent,2.0,Personal,A,25000,8.9,0,0.14,N,2,0.01,Low Risk
22,16200,Own,6.0,Personal,B,2000,12.42,0,0.12,N,3,0.08,Low Risk
24,185000,Rent,7.0,Home Improvement,C,25000,12.68,0,0.14,Y,2,0.03,Low Risk
25,162000,Rent,9.0,Personal,C,25000,11.03,0,0.15,N,2,0.03,Low Risk
26,161000,Rent,10.0,Venture,A,30000,7.9,0,0.19,N,4,0.02,Low Risk
22,160000,Mortgage,0.0,Medical,B,35000,10.65,0,0.22,N,4,0.07,Low Risk
25,225000,Rent,5.0,Venture,B,25000,11.86,0,0.11,N,4,0.0,Low Risk
25,16400,Own,1.0,Personal,A,5000,8.94,1,0.3,N,4,0.97,High Risk
23,16500,Own,6.0,Venture,B,4375,9.63,1,0.27,N,4,0.93,High Risk
25,49500,Rent,6.0,Personal,C,24750,14.22,1,0.5,N,3,1.0,High Risk
23,60000,Rent,4.0,Debt Consolidation,B,24750,9.33,1,0.41,N,3,0.99,High Risk
24,84200,Rent,8.0,Medical,C,24500,13.85,0,0.29,N,4,0.07,Low Risk
22,16800,Mortgage,5.0,Education,B,2000,10.65,0,0.12,N,2,0.07,Low Risk
24,92000,Rent,8.0,Medical,B,24500,11.46,0,0.27,N,4,0.0,Low Risk
23,160000,Mortgage,5.0,Personal,A,35000,7.66,0,0.22,N,2,0.04,Low Risk
24,160000,Mortgage,9.0,Venture,E,12000,16.77,0,0.07,N,4,0.06,Low Risk
25,160000,Mortgage,1.0,Personal,B,12000,9.63,0,0.07,N,4,0.03,Low Risk
26,160000,Rent,6.0,Personal,C,25000,12.23,0,0.16,Y,4,0.0,Low Risk
25,125800,Mortgage,0.0,Medical,D,10000,14.09,1,0.07,N,4,0.9,High Risk
25,54000,Rent,2.0,Personal,C,24250,13.98,1,0.45,N,4,0.99,High Risk
23,62500,Rent,1.0,Education,B,24250,10.62,1,0.39,N,4,0.99,High Risk
25,68400,Rent,9.0,Personal,E,24250,17.56,1,0.35,N,4,0.96,High Risk
26,56045,Rent,1.0,Medical,D,24250,14.96,1,0.37,N,2,0.99,High Risk
22,74000,Rent,7.0,Debt Consolidation,D,24250,15.65,1,0.33,Y,2,1.0,High Risk
24,65453,Rent,9.0,Medical,D,24250,15.7,1,0.31,N,2,1.0,High Risk
24,89908,Rent,1.0,Venture,B,24250,12.53,0,0.27,N,3,0.01,Low Risk
26,78000,Rent,0.0,Home Improvement,E,24250,17.56,1,0.31,Y,3,0.98,High Risk
23,100000,Rent,0.0,Personal,C,24250,12.87,0,0.24,Y,2,0.08,Low Risk
23,103000,Rent,6.0,Personal,D,24250,15.7,0,0.24,N,2,0.12,Low Risk
25,160000,Own,5.0,Venture,B,15000,11.14,0,0.09,N,4,0.0,Low Risk
24,160000,Mortgage,3.0,Venture,D,20000,16.0,0,0.13,N,3,0.06,Low Risk
23,160000,Mortgage,2.0,Education,D,25000,15.65,0,0.16,Y,2,0.04,Low Risk
21,160000,Mortgage,3.0,Venture,D,15250,15.31,0,0.1,Y,4,0.08,Low Risk
25,160000,Mortgage,3.0,Venture,C,20000,13.47,0,0.13,Y,2,0.02,Low Risk
22,16800,Mortgage,0.0,Home Improvement,C,4750,13.85,1,0.28,Y,2,0.97,High Risk
21,16800,Mortgage,0.0,Venture,B,6000,10.39,1,0.36,N,4,0.96,High Risk
25,115200,Rent,0.0,Home Improvement,B,24250,11.36,0,0.21,N,2,0.03,Low Risk
23,144000,Rent,0.0,Education,B,24250,11.83,0,0.17,N,3,0.0,Low Risk
23,287000,Rent,3.0,Education,B,24250,12.53,0,0.08,N,3,0.0,Low Risk
22,108000,Rent,1.0,Home Improvement,D,24150,14.96,1,0.22,Y,3,0.96,High Risk
22,43000,Rent,7.0,Debt Consolidation,C,24000,13.85,1,0.56,Y,3,0.99,High Risk
23,47004,Rent,1.0,Venture,B,24000,11.58,1,0.51,N,4,1.0,High Risk
24,48000,Rent,4.0,Venture,D,24000,16.29,1,0.5,Y,2,0.99,High Risk
21,44964,Rent,2.0,Education,D,24000,16.29,1,0.53,Y,2,1.0,High Risk
24,47000,Rent,3.0,Personal,F,24000,17.8,1,0.51,N,2,0.96,High Risk
22,17400,Mortgage,6.0,Venture,B,1000,11.36,0,0.06,N,2,0.05,Low Risk
22,49000,Rent,2.0,Medical,E,24000,17.56,1,0.49,N,4,0.99,High Risk
26,60000,Rent,0.0,Personal,A,24000,7.9,1,0.4,N,4,0.99,High Risk
25,60000,Rent,3.0,Personal,B,24000,10.99,1,0.4,N,4,1.0,High Risk
22,60000,Rent,0.0,Personal,A,24000,7.29,1,0.4,N,3,0.96,High Risk
21,60000,Rent,5.0,Medical,B,24000,10.75,1,0.4,N,2,0.99,High Risk
26,62004,Rent,9.0,Debt Consolidation,A,24000,7.9,1,0.39,N,3,0.99,High Risk
22,62400,Rent,3.0,Education,D,24000,14.84,1,0.38,N,2,0.98,High Risk
23,59000,Rent,5.0,Debt Consolidation,E,24000,19.69,1,0.41,Y,2,0.99,High Risk
24,60000,Rent,0.0,Venture,D,24000,14.96,1,0.4,N,4,0.98,High Risk
25,66143,Rent,9.0,Education,A,24000,6.99,1,0.36,N,3,1.0,High Risk
22,62250,Rent,3.0,Personal,E,24000,16.45,1,0.39,Y,4,0.89,High Risk
24,70000,Rent,8.0,Education,B,24000,10.99,1,0.34,N,4,0.99,High Risk
23,74000,Rent,7.0,Debt Consolidation,B,24000,10.99,1,0.32,N,2,1.0,High Risk
22,18000,Own,3.0,Personal,A,3000,7.9,1,0.17,N,4,0.92,High Risk
22,75000,Rent,6.0,Education,B,24000,12.69,1,0.32,N,4,0.97,High Risk
24,75000,Rent,9.0,Medical,B,24000,10.37,1,0.32,N,3,0.99,High Risk
26,69000,Rent,0.0,Debt Consolidation,F,24000,15.83,1,0.35,N,3,1.0,High Risk
23,78000,Rent,4.0,Personal,C,24000,13.92,1,0.31,N,3,0.96,High Risk
24,80000,Rent,2.0,Medical,B,24000,10.25,0,0.3,N,2,0.08,Low Risk
22,18000,Own,1.0,Home Improvement,A,3500,7.49,1,0.19,N,4,0.97,High Risk
23,18000,Own,3.0,Education,A,4000,5.99,1,0.22,N,2,0.97,High Risk
23,74700,Rent,6.0,Personal,D,24000,12.92,1,0.32,N,2,0.92,High Risk
26,88596,Rent,3.0,Personal,B,24000,11.58,0,0.27,N,3,0.08,Low Risk
25,95000,Rent,4.0,Education,A,24000,8.9,0,0.25,N,2,0.01,Low Risk
22,83000,Rent,6.0,Debt Consolidation,E,24000,19.69,1,0.29,N,3,0.86,High Risk
25,95000,Rent,9.0,Venture,A,24000,6.54,0,0.25,N,4,0.0,Low Risk
21,18000,Own,3.0,Home Improvement,D,4900,14.54,1,0.27,Y,4,0.87,High Risk
26,100000,Rent,5.0,Personal,C,24000,12.73,0,0.24,N,4,0.03,Low Risk
24,110000,Rent,7.0,Venture,D,24000,15.62,0,0.22,N,4,0.09,Low Risk
24,18000,Own,0.0,Home Improvement,A,6250,6.54,1,0.35,N,4,0.96,High Risk
26,103872,Rent,6.0,Debt Consolidation,G,24000,20.03,1,0.23,N,4,0.97,High Risk
22,120000,Rent,4.0,Education,B,24000,9.91,0,0.2,N,4,0.0,Low Risk
24,120000,Rent,1.0,Venture,B,24000,12.69,0,0.2,N,4,0.02,Low Risk
26,108000,Rent,9.0,Education,G,24000,20.16,1,0.22,N,3,0.93,High Risk
24,124080,Rent,4.0,Personal,D,24000,16.49,0,0.19,Y,4,0.04,Low Risk
23,18000,Mortgage,1.0,Medical,D,2500,15.95,1,0.14,N,2,0.98,High Risk
24,130000,Rent,7.0,Debt Consolidation,B,24000,11.49,0,0.18,N,3,0.01,Low Risk
25,135000,Rent,8.0,Personal,B,24000,10.99,0,0.18,N,2,0.0,Low Risk
24,135000,Rent,4.0,Home Improvement,C,24000,13.79,0,0.18,N,2,0.03,Low Risk
23,114750,Rent,2.0,Medical,G,24000,20.03,1,0.18,Y,3,0.98,High Risk
23,150000,Rent,0.0,Education,A,24000,7.49,0,0.16,N,4,0.0,Low Risk
23,138000,Rent,7.0,Debt Consolidation,D,24000,16.0,1,0.17,Y,2,0.91,High Risk
24,18000,Own,6.0,Personal,A,13000,7.88,1,0.72,N,3,0.9,High Risk
21,18000,Own,0.0,Venture,B,6250,10.62,1,0.35,N,4,0.97,High Risk
26,155000,Rent,7.0,Debt Consolidation,B,24000,10.99,0,0.15,N,4,0.0,Low Risk
26,148000,Rent,1.0,Education,F,24000,18.3,1,0.16,N,2,0.93,High Risk
21,18000,Own,1.0,Personal,B,2500,11.36,0,0.14,N,3,0.1,Low Risk
23,120000,Rent,4.0,Medical,C,23750,13.47,0,0.2,N,2,0.02,Low Risk
24,54996,Rent,2.0,Personal,B,23600,11.89,1,0.43,N,3,1.0,High Risk
24,18000,Mortgage,0.0,Debt Consolidation,B,10000,12.18,1,0.56,N,2,0.95,High Risk
25,102000,Rent,9.0,Debt Consolidation,C,23600,13.49,0,0.23,N,4,0.02,Low Risk
23,75000,Rent,3.0,Personal,E,23575,14.5,1,0.31,N,4,0.91,High Risk
22,18000,Own,1.0,Medical,D,5400,15.31,1,0.3,Y,2,0.89,High Risk
22,66960,Rent,1.0,Venture,A,23400,7.49,1,0.35,N,2,0.95,High Risk
23,60000,Rent,2.0,Venture,B,23000,12.18,1,0.38,N,4,0.99,High Risk
24,18000,Mortgage,3.0,Venture,C,1200,11.34,0,0.07,Y,4,0.07,Low Risk
25,63208,Rent,9.0,Education,B,23000,9.91,1,0.36,N,3,0.98,High Risk
24,65000,Rent,0.0,Home Improvement,B,23000,11.99,1,0.35,N,4,1.0,High Risk
23,68000,Rent,7.0,Education,B,23000,9.62,1,0.34,N,2,0.97,High Risk
22,18000,Own,1.0,Debt Consolidation,B,3000,9.96,1,0.17,N,3,0.9,High Risk
24,88000,Rent,1.0,Venture,D,23000,14.54,1,0.26,N,2,0.94,High Risk
22,58600,Rent,5.0,Medical,B,22750,11.36,1,0.39,N,4,0.97,High Risk
23,70000,Rent,7.0,Debt Consolidation,C,22500,14.27,1,0.32,N,2,0.99,High Risk
24,18287,Own,3.0,Home Improvement,B,3000,11.99,1,0.16,N,3,0.93,High Risk
26,69846,Rent,2.0,Education,F,22500,18.99,1,0.32,Y,2,1.0,High Risk
24,73000,Rent,0.0,Venture,E,22400,16.7,1,0.31,Y,4,0.98,High Risk
24,18500,Mortgage,8.0,Personal,A,5000,9.32,1,0.27,N,3,0.95,High Risk
23,35000,Rent,2.0,Debt Consolidation,B,22250,12.69,1,0.64,N,3,0.98,High Risk
25,43000,Rent,9.0,Home Improvement,C,22000,13.11,1,0.51,N,2,1.0,High Risk
25,52000,Rent,4.0,Personal,B,22000,10.74,1,0.42,N,2,0.99,High Risk
21,18701,Mortgage,0.0,Personal,D,4200,14.11,1,0.22,Y,4,0.93,High Risk
22,57000,Rent,6.0,Education,B,22000,9.63,1,0.39,N,3,0.98,High Risk
25,58000,Rent,0.0,Medical,C,22000,14.65,1,0.38,N,2,0.97,High Risk
23,60000,Rent,6.0,Debt Consolidation,B,22000,10.25,1,0.37,N,4,0.99,High Risk
24,60000,Rent,3.0,Venture,C,22000,14.26,1,0.37,Y,2,0.93,High Risk
25,18840,Mortgage,5.0,Education,B,3000,9.91,1,0.16,N,2,0.94,High Risk
26,56000,Rent,7.0,Medical,E,22000,17.19,1,0.39,N,3,1.0,High Risk
22,70000,Rent,3.0,Education,B,22000,11.36,1,0.31,N,4,0.95,High Risk
23,74064,Rent,3.0,Debt Consolidation,B,22000,10.59,0,0.3,N,3,0.13,Low Risk
24,76597,Rent,5.0,Education,B,22000,9.25,0,0.29,N,2,0.05,Low Risk
22,19000,Own,6.0,Medical,A,3625,8.49,1,0.19,N,3,0.92,High Risk
26,77000,Rent,0.0,Venture,A,22000,6.54,0,0.29,N,3,0.01,Low Risk
21,19000,Own,5.0,Medical,A,6000,8.49,1,0.32,N,3,0.93,High Risk
26,82600,Rent,10.0,Venture,B,22000,12.69,0,0.27,N,2,0.0,Low Risk
24,19000,Own,3.0,Medical,C,7400,13.85,1,0.39,N,2,0.85,High Risk
25,19000,Own,3.0,Debt Consolidation,A,4000,7.4,1,0.21,N,3,0.99,High Risk
23,84000,Rent,3.0,Debt Consolidation,B,22000,11.71,0,0.26,N,4,0.02,Low Risk
25,77650,Rent,8.0,Personal,B,22000,11.48,1,0.28,N,3,0.71,High Risk
25,82000,Rent,1.0,Education,E,22000,17.51,1,0.27,N,2,0.95,High Risk
21,19012,Mortgage,0.0,Debt Consolidation,D,3500,14.61,1,0.18,N,3,0.93,High Risk
23,99996,Rent,3.0,Debt Consolidation,A,22000,7.88,0,0.22,N,4,0.03,Low Risk
22,19200,Mortgage,6.0,Personal,B,4950,11.71,1,0.26,N,2,0.97,High Risk
25,57000,Rent,4.0,Personal,B,21700,11.99,1,0.38,N,2,0.99,High Risk
24,54000,Rent,5.0,Venture,C,21600,13.49,1,0.4,N,2,0.99,High Risk
23,56000,Rent,8.0,Medical,G,21600,21.21,1,0.39,Y,4,1.0,High Risk
26,63000,Rent,2.0,Debt Consolidation,C,21600,14.35,1,0.34,Y,3,0.95,High Risk
22,82000,Rent,3.0,Personal,C,21600,13.61,0,0.26,Y,3,0.06,Low Risk
22,78000,Rent,6.0,Debt Consolidation,B,21600,11.26,1,0.28,N,3,0.76,High Risk
22,19200,Own,0.0,Venture,B,2400,10.59,0,0.13,N,3,0.05,Low Risk
24,112140,Rent,8.0,Medical,A,21600,7.9,0,0.19,N,2,0.02,Low Risk
25,19200,Own,4.0,Education,B,3000,11.99,1,0.16,N,4,0.91,High Risk
24,59000,Rent,5.0,Medical,D,21500,16.89,1,0.36,N,3,1.0,High Risk
24,70000,Rent,5.0,Home Improvement,B,21500,9.99,1,0.31,N,3,0.97,High Risk
24,116000,Rent,5.0,Education,D,21500,15.33,0,0.19,Y,3,0.09,Low Risk
25,60000,Rent,5.0,Education,A,21450,7.29,1,0.36,N,4,0.99,High Risk
22,31000,Rent,5.0,Debt Consolidation,B,21250,12.42,1,0.69,N,3,1.0,High Risk
25,47052,Rent,5.0,Venture,B,21250,10.99,1,0.45,N,2,0.97,High Risk
25,51060,Rent,9.0,Venture,A,21250,6.91,1,0.42,N,2,0.99,High Risk
22,19200,Mortgage,6.0,Debt Consolidation,C,5000,14.17,1,0.26,Y,2,0.95,High Risk
22,53000,Rent,3.0,Medical,B,21250,10.25,1,0.4,N,3,0.98,High Risk
24,56000,Rent,8.0,Venture,D,21250,15.95,1,0.38,Y,3,0.98,High Risk
24,65000,Rent,4.0,Education,D,21250,15.95,1,0.33,Y,4,0.95,High Risk
21,35000,Rent,3.0,Venture,B,21000,12.53,1,0.6,N,4,0.97,High Risk
22,19200,Mortgage,6.0,Home Improvement,D,1400,14.91,1,0.07,Y,4,0.91,High Risk
26,40000,Rent,3.0,Medical,A,21000,6.54,1,0.53,N,4,1.0,High Risk
26,42000,Rent,0.0,Medical,F,21000,17.26,1,0.5,Y,4,1.0,High Risk
23,63000,Rent,2.0,Medical,B,21000,11.36,1,0.33,N,2,0.97,High Risk
26,19200,Mortgage,5.0,Venture,A,4000,7.51,1,0.21,N,4,0.89,High Risk
22,59000,Rent,2.0,Personal,B,21000,10.71,1,0.36,N,3,0.96,High Risk
22,70500,Rent,3.0,Personal,C,21000,13.98,0,0.3,Y,4,0.11,Low Risk
26,65219,Rent,11.0,Debt Consolidation,D,21000,14.09,1,0.32,N,3,0.92,High Risk
22,75000,Rent,2.0,Education,B,21000,10.0,0,0.28,N,3,0.02,Low Risk
22,19200,Mortgage,3.0,Medical,D,5000,15.33,1,0.26,N,3,0.99,High Risk
25,62047,Rent,9.0,Medical,E,21000,16.32,1,0.29,Y,4,0.94,High Risk
24,79000,Rent,8.0,Home Improvement,A,21000,7.9,0,0.27,N,2,0.06,Low Risk
23,80000,Rent,3.0,Medical,B,21000,11.99,0,0.26,N,3,0.04,Low Risk
24,84000,Rent,8.0,Medical,B,21000,10.75,0,0.25,N,4,0.01,Low Risk
26,85000,Rent,3.0,Home Improvement,C,21000,13.92,0,0.25,N,3,0.01,Low Risk
22,93000,Rent,1.0,Education,B,21000,9.91,0,0.23,N,3,0.01,Low Risk
26,81000,Rent,10.0,Education,E,21000,16.95,1,0.26,Y,3,0.85,High Risk
26,97000,Rent,1.0,Education,A,21000,7.9,0,0.22,N,3,0.0,Low Risk
25,100000,Rent,2.0,Personal,D,21000,16.49,1,0.21,Y,3,0.96,High Risk
26,19200,Other,0.0,Personal,C,7500,11.97,1,0.39,Y,2,0.93,High Risk
26,125000,Rent,5.0,Home Improvement,A,21000,8.9,0,0.17,N,2,0.01,Low Risk
25,125000,Rent,9.0,Education,C,21000,12.99,0,0.17,Y,3,0.02,Low Risk
23,82000,Rent,2.0,Personal,B,20900,12.69,0,0.25,N,2,0.01,Low Risk
21,19500,Mortgage,0.0,Education,B,15000,9.64,1,0.77,N,2,0.87,High Risk
26,50000,Rent,7.0,Venture,A,20500,7.49,1,0.41,N,3,0.98,High Risk
23,70000,Rent,2.0,Education,C,20500,13.16,0,0.29,Y,3,0.09,Low Risk
22,19800,Own,1.0,Education,A,2100,8.38,0,0.11,N,4,0.05,Low Risk
23,54000,Rent,7.0,Personal,A,20375,7.49,1,0.38,N,2,1.0,High Risk
26,26000,Rent,10.0,Education,B,20050,9.76,1,0.77,N,2,0.98,High Risk
24,33000,Rent,1.0,Debt Consolidation,B,20000,10.99,1,0.61,N,3,0.99,High Risk
23,20000,Own,0.0,Personal,B,5000,11.71,0,0.25,N,4,0.02,Low Risk
22,20000,Own,6.0,Personal,B,9250,10.65,0,0.46,N,4,0.04,Low Risk
24,35364,Rent,1.0,Medical,B,20000,12.53,1,0.57,N,4,0.99,High Risk
25,38000,Rent,4.0,Medical,D,20000,14.59,1,0.53,N,4,0.98,High Risk
23,32000,Rent,3.0,Debt Consolidation,D,20000,12.61,1,0.63,N,4,0.99,High Risk
25,38004,Rent,6.0,Medical,C,20000,13.11,1,0.53,N,2,1.0,High Risk
23,20000,Mortgage,2.0,Medical,B,6400,10.65,0,0.32,N,4,0.19,Low Risk
25,38556,Rent,9.0,Personal,C,20000,11.22,1,0.52,Y,4,0.98,High Risk
23,32900,Rent,1.0,Education,D,20000,16.0,1,0.61,N,2,1.0,High Risk
25,34000,Rent,10.0,Home Improvement,B,20000,8.88,1,0.59,N,4,0.97,High Risk
24,40000,Rent,4.0,Personal,B,20000,12.53,1,0.5,N,3,1.0,High Risk
26,20000,Mortgage,5.0,Medical,A,4800,5.99,0,0.24,N,3,0.03,Low Risk
25,42000,Rent,2.0,Education,C,20000,13.47,1,0.48,N,4,1.0,High Risk
22,42224,Rent,7.0,Venture,A,20000,6.99,1,0.47,N,4,0.99,High Risk
25,20000,Own,0.0,Personal,D,5650,15.99,0,0.28,Y,2,0.17,Low Risk
22,37212,Rent,6.0,Debt Consolidation,E,20000,16.69,1,0.54,N,3,0.98,High Risk
25,38000,Rent,9.0,Medical,B,20000,11.11,1,0.53,N,4,0.99,High Risk
22,45000,Rent,0.0,Education,A,20000,7.9,1,0.44,N,4,0.99,High Risk
23,45000,Rent,4.0,Personal,B,20000,10.25,1,0.44,N,2,1.0,High Risk
23,20000,Own,7.0,Medical,A,1200,7.49,0,0.06,N,3,0.02,Low Risk
22,45000,Rent,1.0,Debt Consolidation,C,20000,13.92,1,0.44,Y,3,0.99,High Risk
24,39000,Rent,5.0,Medical,D,20000,14.74,1,0.51,N,2,1.0,High Risk
24,46500,Rent,5.0,Education,B,20000,10.62,1,0.43,N,2,0.98,High Risk
22,48000,Rent,7.0,Venture,B,20000,10.65,1,0.42,N,3,0.99,High Risk
22,42000,Rent,1.0,Personal,D,20000,12.99,1,0.48,N,3,1.0,High Risk
22,48500,Rent,1.0,Venture,B,20000,11.36,1,0.41,N,4,1.0,High Risk
22,20000,Own,3.0,Education,A,7500,5.79,0,0.38,N,4,0.05,Low Risk
23,49400,Rent,0.0,Education,A,20000,6.54,1,0.4,N,4,0.98,High Risk
25,20000,Mortgage,1.0,Venture,A,4000,5.79,0,0.2,N,2,0.03,Low Risk
25,50000,Rent,10.0,Debt Consolidation,A,20000,7.49,1,0.4,N,3,1.0,High Risk
25,50000,Rent,9.0,Education,C,20000,13.43,1,0.4,N,2,0.99,High Risk
22,50000,Rent,6.0,Debt Consolidation,C,20000,13.22,1,0.4,N,2,1.0,High Risk
22,20000,Own,1.0,Venture,C,5000,14.72,0,0.25,N,3,0.12,Low Risk
22,44000,Rent,2.0,Education,E,20000,15.68,1,0.45,N,4,0.99,High Risk
25,50950,Rent,5.0,Home Improvement,B,20000,11.48,1,0.39,N,3,1.0,High Risk
24,51000,Rent,8.0,Venture,B,20000,10.38,1,0.39,N,3,1.0,High Risk
22,51000,Rent,5.0,Education,B,20000,12.53,1,0.39,N,3,0.98,High Risk
22,51000,Rent,0.0,Education,C,20000,13.47,1,0.39,N,2,0.99,High Risk
24,51500,Rent,6.0,Venture,B,20000,12.21,1,0.39,N,4,1.0,High Risk
25,51996,Rent,9.0,Venture,B,20000,10.99,1,0.38,N,3,1.0,High Risk
25,52000,Rent,1.0,Education,B,20000,11.36,1,0.38,N,4,1.0,High Risk
22,46000,Rent,2.0,Debt Consolidation,D,20000,16.0,1,0.43,Y,4,1.0,High Risk
26,20000,Mortgage,1.0,Personal,A,1500,7.74,0,0.07,N,3,0.04,Low Risk
24,52000,Rent,8.0,Education,D,20000,15.65,1,0.38,Y,2,0.95,High Risk
25,46000,Rent,9.0,Debt Consolidation,C,20000,11.78,1,0.43,Y,2,1.0,High Risk
22,47000,Rent,5.0,Medical,D,20000,16.77,1,0.43,N,3,0.99,High Risk
22,54000,Rent,2.0,Education,B,20000,9.91,1,0.37,N,4,0.98,High Risk
23,48000,Rent,7.0,Medical,D,20000,15.65,1,0.42,N,4,1.0,High Risk
23,48000,Rent,0.0,Medical,D,20000,14.96,1,0.42,N,3,1.0,High Risk
23,54000,Rent,1.0,Venture,B,20000,11.83,1,0.37,N,4,1.0,High Risk
24,48912,Rent,0.0,Medical,C,20000,11.66,1,0.41,N,4,0.98,High Risk
26,54996,Rent,8.0,Education,B,20000,12.18,1,0.36,N,4,0.98,High Risk
24,55000,Rent,8.0,Home Improvement,A,20000,6.91,1,0.36,N,2,0.99,High Risk
25,55000,Rent,3.0,Debt Consolidation,A,20000,6.91,1,0.36,N,3,0.98,High Risk
26,49000,Rent,0.0,Home Improvement,F,20000,19.79,1,0.41,N,3,0.97,High Risk
25,55000,Rent,0.0,Venture,B,20000,9.88,1,0.36,N,4,0.98,High Risk
22,20000,Mortgage,0.0,Personal,B,16600,9.76,0,0.83,N,3,0.19,Low Risk
23,55000,Rent,5.0,Debt Consolidation,B,20000,12.53,1,0.36,N,2,1.0,High Risk
23,20004,Mortgage,6.0,Personal,A,7125,6.99,0,0.36,N,2,0.08,Low Risk
23,57000,Rent,3.0,Education,D,20000,16.89,1,0.35,N,2,0.97,High Risk
22,51012,Rent,1.0,Personal,D,20000,17.49,1,0.39,Y,4,1.0,High Risk
23,20004,Mortgage,2.0,Education,E,2500,16.82,0,0.12,Y,2,0.25,Medium Risk
22,58000,Rent,0.0,Debt Consolidation,C,20000,13.11,1,0.34,N,2,0.98,High Risk
23,58800,Rent,7.0,Debt Consolidation,A,20000,7.66,1,0.34,N,3,1.0,High Risk
26,59000,Rent,10.0,Medical,A,20000,6.17,1,0.34,N,3,0.99,High Risk
26,53000,Rent,1.0,Personal,E,20000,16.35,1,0.38,Y,4,0.99,High Risk
23,60000,Rent,7.0,Medical,A,20000,7.9,1,0.33,N,2,0.96,High Risk
24,54000,Rent,2.0,Venture,D,20000,16.49,1,0.37,N,2,1.0,High Risk
26,20280,Mortgage,5.0,Home Improvement,A,7000,8.0,0,0.35,N,2,0.14,Low Risk
24,60000,Rent,0.0,Personal,B,20000,10.99,1,0.33,N,2,1.0,High Risk
24,20352,Own,3.0,Venture,A,7750,6.91,0,0.38,N,3,0.01,Low Risk
25,54000,Rent,6.0,Personal,B,20000,8.88,1,0.37,N,3,0.99,High Risk
23,54000,Rent,6.0,Debt Consolidation,D,20000,14.84,1,0.37,Y,3,0.98,High Risk
23,54000,Rent,2.0,Personal,B,20000,11.12,1,0.37,N,2,1.0,High Risk
22,60000,Rent,4.0,Education,A,20000,7.88,1,0.33,N,3,1.0,High Risk
22,20400,Mortgage,6.0,Education,D,6000,15.99,0,0.29,Y,4,0.21,Medium Risk
24,20400,Mortgage,5.0,Debt Consolidation,B,5500,10.99,0,0.27,N,4,0.03,Low Risk
25,54000,Rent,1.0,Personal,D,20000,15.65,1,0.37,Y,3,1.0,High Risk
24,54000,Rent,1.0,Personal,E,20000,17.04,1,0.37,Y,3,1.0,High Risk
23,60000,Rent,3.0,Education,B,20000,12.21,1,0.33,N,2,0.97,High Risk
21,20400,Own,2.0,Education,C,1275,15.23,0,0.06,Y,3,0.03,Low Risk
25,54000,Rent,1.0,Debt Consolidation,D,20000,14.11,1,0.37,N,4,0.99,High Risk
24,60000,Rent,0.0,Personal,B,20000,11.14,1,0.33,N,2,0.99,High Risk
21,20400,Own,5.0,Medical,B,2400,11.49,0,0.12,N,4,0.03,Low Risk
24,60000,Rent,8.0,Personal,D,20000,13.87,1,0.33,N,4,0.97,High Risk
